id_1	id_2	XB	ZY	Genetic_Contribution	Error
id1_0	id2_0	0.401303448803849	0.328371013689227	0.729674462493076	-0.918173170712738
id1_1	id2_1	-1.63582886036746	-0.0587203225254503	-1.69454918289291	0.0728104901562044
id1_2	id2_2	0.207779059688926	-0.391967968516103	-0.184188908827177	0.972464123155025
id1_3	id2_3	-1.51336700629873	-0.0427857355944504	-1.55615274189318	0.202342129082574
id1_4	id2_4	0.078521179589499	0.15802427879075	0.236545458380249	0.13468770566202
id1_5	id2_5	1.35442859221377	0.253440252010872	1.60786884422464	0.756013429874271
id1_6	id2_6	-1.11859900445618	0.0447051188776343	-1.07389388557854	0.122352060279091
id1_7	id2_7	0.59580553260819	-0.0254699750869578	0.570335557521232	-0.426380104986181
id1_8	id2_8	-0.900466053925894	-0.345273464623557	-1.24573951854945	0.851495935023078
id1_9	id2_9	1.75287459587967	0.129312629334495	1.88218722521417	0.0228745542528054
id1_10	id2_10	1.63754150798325	-0.0294165833166165	1.60812492466663	-0.857841664274532
id1_11	id2_11	0.0509936133989254	0.189159472668874	0.2401530860678	-0.614785204446171
id1_12	id2_12	1.54124660726175	-0.180863106782795	1.36038350047896	0.16278106437574
id1_13	id2_13	1.8063566208887	0.163147344645713	1.96950396553441	-0.263861410068327
id1_14	id2_14	-0.976220864411872	0.0828674036381768	-0.893353460773695	0.218698428695476
id1_15	id2_15	1.83243543015265	0.0312211950202752	1.86365662517293	-0.376994230953617
id1_16	id2_16	-0.780676036384497	0.0449489707445855	-0.735727065639911	0.152268311162172
id1_17	id2_17	-0.418575034653323	0.0745325656682523	-0.344042468985071	-0.656914515779236
id1_18	id2_18	0.420482091480499	0.208266973658477	0.628749065138976	0.302487588913628
id1_19	id2_19	0.100418412684268	-0.811488113429924	-0.711069700745656	0.542824891981329
id1_20	id2_20	-0.92198475111584	-0.248741663386102	-1.17072641450194	-0.016671920469782
id1_21	id2_21	1.04547925627792	0.0179243487297729	1.06340360500769	0.537291450158917
id1_22	id2_22	0.292765448663924	0.104063437439086	0.39682888610301	-0.897762264312195
id1_23	id2_23	0.177367068827385	0.352824724201622	0.530191793029007	-0.129437824261679
id1_24	id2_24	2.43833930965903	0.0956887103751669	2.53402802003419	1.21778222427034
id1_25	id2_25	1.95095358985385	-0.0297043485373744	1.92124924131647	0.938830731890917
id1_26	id2_26	1.08621368901551	-0.109656148604275	0.97655754041124	0.370047928344982
id1_27	id2_27	-0.767728685611366	-0.138629753415214	-0.90635843902658	-1.5663586371505
id1_28	id2_28	2.30263178204744	-0.118918459754142	2.1837133222933	0.328226483112806
id1_29	id2_29	2.25522685593385	0.23103362857002	2.48626048450387	-0.61024277337931
id1_30	id2_30	0.568611349183998	0.527732978819474	1.09634432800347	0.663966040356197
id1_31	id2_31	0.606536625601111	0.226870475329591	0.833407100930702	0.595743942723578
id1_32	id2_32	0.775123947322112	0.0606117766160755	0.835735723938188	-0.381670833072785
id1_33	id2_33	2.28202414446667	0.0743392478115914	2.35636339227826	-0.201602139702588
id1_34	id2_34	-0.655793374590166	0.356367954914554	-0.299425419675612	-0.217754324192314
id1_35	id2_35	-1.12060314446858	0.0627905997606419	-1.05781254470793	0.27971478554939
id1_36	id2_36	-0.103444899008994	-0.445746891733607	-0.549191790742601	-0.217284817926386
id1_37	id2_37	0.772758905499448	-0.0110117043797553	0.761747201119693	0.26178236783152
id1_38	id2_38	-3.52153507217226	-0.302211411822633	-3.8237464839949	0.144494844601647
id1_39	id2_39	0.674449158991643	0.0588437419028444	0.733292900894488	-0.169756731683027
id1_40	id2_40	0.0229673391797353	-0.0883728745258652	-0.0654055353461299	0.788365341984502
id1_41	id2_41	0.90952235314067	0.0782175634628591	0.987739916603529	-0.224173852172379
id1_42	id2_42	1.70128562976541	-0.209642286146424	1.49164334361898	1.49482195683501
id1_43	id2_43	-0.558536336732052	-0.401617165436254	-0.960153502168306	-0.24632388353748
id1_44	id2_44	-1.6928629831451	-0.271903018876636	-1.96476600202174	-0.45378953878139
id1_45	id2_45	-0.282422417487214	-0.193204284177074	-0.475626701664287	1.67666562689284
id1_46	id2_46	0.676124251468785	0.087834162411431	0.763958413880216	-0.114639787680081
id1_47	id2_47	1.34369026974765	-0.112556838230819	1.23113343151683	-0.470398510311216
id1_48	id2_48	-0.825321481241125	0.0519910724815241	-0.773330408759601	-0.393950512847624
id1_49	id2_49	1.35112552879769	-0.197282267966546	1.15384326083115	-0.221200506272507
id1_50	id2_50	2.5951742556685	-0.186654623266205	2.4085196324023	-1.00714376683744
id1_51	id2_51	1.87466536439233	0.079267836069348	1.95393320046168	-0.26667200416872
id1_52	id2_52	-1.30763749642453	-0.178851880990539	-1.48648937741507	0.0213603563246059
id1_53	id2_53	1.04633526771951	0.0832530241947321	1.12958829191424	-0.22106619117549
id1_54	id2_54	0.323414796472383	-0.102570978390621	0.220843818081762	-0.0208749890723861
id1_55	id2_55	-0.896539262189124	0.143114510524582	-0.753424751664542	0.628869700218557
id1_56	id2_56	-1.3759671710431	-0.135887625550959	-1.51185479659406	0.0275498859854869
id1_57	id2_57	0.67596548825582	-0.224288608431691	0.45167687982413	0.276897830123548
id1_58	id2_58	0.661247825613374	-0.0217138750886834	0.63953395052469	0.762558074174525
id1_59	id2_59	-1.65057439561265	-0.232250355441822	-1.88282475105448	-0.333383438528063
id1_60	id2_60	-0.00991976996301241	0.301931988757448	0.292012218794435	0.823247095418564
id1_61	id2_61	0.260169770746466	-0.169855365413911	0.0903144053325546	0.178402501214605
id1_62	id2_62	0.155349339541831	0.151032314806466	0.306381654348297	-0.378978713986697
id1_63	id2_63	0.559094919672339	-0.317376427096365	0.241718492575974	0.797897138953731
id1_64	id2_64	-0.743851696408475	0.183697532485397	-0.560154163923077	-0.280008928006484
id1_65	id2_65	1.86000650128038	0.362355431673855	2.22236193295423	-1.0477308942038
